Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
b7ba015d-7539-39d2-a8f8-2b191934a792,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Russel238 Walker122,M,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,27
4b2d6645-c3a6-3856-90d1-359d835697bf,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Marvin195 Glover433,M,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,242
188a451d-1446-34b4-9347-6172ca4bd1eb,c44f361c-2efb-3050-8f97-0354a12e2920,Louetta798 Thompson596,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,443
907037bd-7cc0-394b-a74a-b4172506cd99,331f4c11-d298-308b-aaa1-d7825b29b57f,Stanley702 Langosh790,M,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,54
e5b82dba-2f92-3d33-90fe-6bfe334f19ad,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Ignacio928 Juárez383,M,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,50
a0bfa46d-e48a-3e0a-afa7-5b3259f6c743,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Nathanael908 Friesen796,M,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,16
ea044fe5-23a9-305c-9bbb-0879e4f055ba,b0e04623-b02c-3f8b-92ea-943fc4db60da,Willena258 Oberbrunner298,F,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,154
f55971e6-34e9-3d03-8eb9-69719df8eb9c,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Lurlene215 Windler79,F,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,13
3dff12b7-b3c6-392d-9949-09e1e1169cb0,d692e283-0833-3201-8e55-4f868a9c0736,Daniela614 Ruelas156,F,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,156
e2f975c5-449d-359e-a711-11d8103a07e1,8ad64ecf-c817-3753-bee7-006a8e662e06,Thea616 Harris789,F,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,94
b9ad6ed4-c883-3ece-a49c-c49c48fa9de4,23834663-ed53-3da9-b330-d6e1ecb8428e,Teodora360 Kihn564,F,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,580
fc5f11b7-b33a-3593-999b-803a1326f1ef,60457c13-adb2-3415-82c5-86ab5dab5f93,Henry768 Paucek755,M,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,87
a11fef6f-9db0-374a-90e1-e9a3b458f774,a9f20dc1-5147-3789-bcef-bbecb41c5983,Deon400 Schulist381,M,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,314
e632977e-5599-37ec-bbf5-cb4a6a5fa12c,7fb56531-86bd-3e4a-8619-4df9942da309,Jenniffer979 Ebert178,F,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,57
61fca893-bdc1-34be-bef1-efb75a478859,03347b4d-994e-302b-848b-58019a4e274d,Alix578 Lynch190,F,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,247
92c48b6d-0084-305f-8075-6783809575f2,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Catalina187 Castañeda925,F,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,108
2acf8462-6057-38ba-baa5-3c3b847ff8cf,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Sal878 Tremblay80,M,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,197
c1f020ed-d56e-38ca-a078-fe734a487f2b,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Grady603 Green467,M,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,157
2bc717c0-ceef-3fd7-a8cb-483ecedbe394,db0acede-4abe-3c01-8d03-5c68a190d8c7,Daren950 Nienow652,M,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,128
7703b0b4-4f19-3d8b-bbba-74d88e868f0c,3d10019f-c88e-3de5-9916-6107b9c0263d,Darrick836 Franecki195,M,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,607
473869a3-670e-356f-97f5-262757246d35,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Leonie332 Hirthe744,F,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,193
c3f629ce-77fb-323d-a71b-846ecd334c32,12c9daf5-a29c-36c9-ac55-28972463e566,Patria17 Rutherford999,F,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,144
203531c4-305e-3d4f-84c6-17e8e6554a02,226098a2-6a40-3588-b5bb-db56c3a30a04,Hal307 Renner328,M,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,317
61f6b13e-4b7d-31ab-a5dc-6fe59d942f3f,d733d4a9-080d-3593-b910-2366e652b7ea,Garry927 Witting912,M,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,2
05b3d185-40a3-3f4c-9c97-01ee5255c49d,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Iluminada398 Mueller846,F,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,51
0d7998db-4055-39d7-a90d-aaf4c1adff5a,6f122869-a856-3d65-8db9-099bf4f5bbb8,Jarrod316 Crooks415,M,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,5
e410e18e-dc80-3acd-bb21-84ee5980d44b,465de31f-3098-365c-af70-48a071e1f5aa,Houston994 Schiller186,M,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,288
a5506e8a-b4a5-3806-9262-b2012111f88c,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Sandy901 Turner526,M,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,100
5fabc2ac-d605-3a52-babc-f32bce5286c2,80e919cc-df1a-3838-b75e-541564a286e5,Leesa210 Lehner980,F,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,188
19eae3eb-aa36-3e26-9001-c2a64bdd3673,8e00f524-3a5f-313e-9542-378dfc61193f,Rodrick370 Corkery305,M,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,87
e566725f-7b20-3c9f-a5d3-30163105cc17,d7b11827-25f2-350b-bcd8-939fc59851b0,Adrian111 Murazik203,M,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,2
e5cfde47-6d47-3a38-8a64-2fd18272bb04,5103c940-0c08-392f-95cd-446e0cea042a,Loma263 Funk324,F,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,6
65d76dc6-777c-3dd2-9245-a29d6fcc9375,05462bf2-25d4-3ecd-afdf-bb3e1140929a,Hobert364 King743,M,GENERAL PRACTICE,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,35
58f6a176-d9f7-3b91-a3e8-6a2a9f5c9dd9,53b25c4b-e95f-3dd1-8e69-d427cdd83631,Daren950 Schumm995,M,GENERAL PRACTICE,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,46
a6f4e4eb-7378-3b7f-a506-e1939940939b,7c530dcd-43f3-3f87-b41b-9f704205e0f8,Josephine273 Raynor401,F,GENERAL PRACTICE,73 Huttleton Ave.  Unit 2,Fairhaven,MA,02719,41.6318,-70.8801,115
87726865-6ff0-3216-a7ad-0870b56f2c58,2f5422eb-ec1b-3559-9119-ee754943fbf9,Lawrence741 Ratke343,M,CLINICAL SOCIAL WORKER,25 BREAKWATER RD,BREWSTER,MA,02631-1311,41.747513,-70.066223,0
8bc2dae1-f347-32cc-8067-86eaca97c2f9,2f5422eb-ec1b-3559-9119-ee754943fbf9,Oleta341 Ratke343,F,GENERAL PRACTICE,25 BREAKWATER RD,BREWSTER,MA,02631-1311,41.747513,-70.066223,59
8ef2ec4c-5a0f-3955-ad10-c354de84a7c5,36f3b4f2-9e17-3b2b-b080-eab3c7fda7fb,Emmitt44 Terry864,M,CLINICAL SOCIAL WORKER,53 CHESTNUT ST,SOUTH DARTMOUTH,MA,02748-3524,41.661303,-70.937913,0
ab4fd3ae-c12e-3675-b0ed-c3c2025fc22a,36f3b4f2-9e17-3b2b-b080-eab3c7fda7fb,Emmitt44 Terry864,M,GENERAL PRACTICE,53 CHESTNUT ST,SOUTH DARTMOUTH,MA,02748-3524,41.661303,-70.937913,36
d80da546-c782-3af3-8cfb-079e16ced8c9,98b63415-bc21-3f43-b5ad-b78fb98c023d,Jerrold404 Gusikowski974,M,GENERAL PRACTICE,214 N MAIN ST,WEST BRIDGEWATER,MA,02379-1251,42.021617,-71.026717,72
d3a4dfe6-bc37-3fd6-a585-242c684a2250,973e7384-d05b-32ad-a8cc-c39191ee9150,Tonisha838 Sauer652,F,GENERAL PRACTICE,152 N ST,PITTSFILED,MA,01201,42.452045,-73.26054,67
30f85e12-a1b2-3b51-b69f-636e2a2b142b,aa1ac777-dca2-3d10-a84b-901df37cee5f,Mahalia897 Hane680,F,CLINICAL PSYCHOLOGIST,1368 BEACON ST,BROOKLINE,MA,02446-2800,42.323853,-71.142003,0
38c71220-6ea5-3075-a6e0-604292ca0f73,aa1ac777-dca2-3d10-a84b-901df37cee5f,Josette398 Considine820,F,CLINICAL PSYCHOLOGIST,1368 BEACON ST,BROOKLINE,MA,02446-2800,42.323853,-71.142003,0
f02028df-eef7-3922-92f6-0d1e07d3c5a7,aa1ac777-dca2-3d10-a84b-901df37cee5f,Carl856 Kling921,M,CLINICAL PSYCHOLOGIST,1368 BEACON ST,BROOKLINE,MA,02446-2800,42.323853,-71.142003,0
f0ed96c2-c246-3b4a-8300-e0cebd8e1ca3,aa1ac777-dca2-3d10-a84b-901df37cee5f,Annalee788 Glover433,F,CLINICAL PSYCHOLOGIST,1368 BEACON ST,BROOKLINE,MA,02446-2800,42.323853,-71.142003,0
867582df-4f0b-3472-a64f-82b6667bdfb3,aa1ac777-dca2-3d10-a84b-901df37cee5f,Emmanuel930 Hane680,M,CLINICAL SOCIAL WORKER,1368 BEACON ST,BROOKLINE,MA,02446-2800,42.323853,-71.142003,0
6e6e0159-b620-3bdb-b28c-6a3486d17c3f,aa1ac777-dca2-3d10-a84b-901df37cee5f,Rudy520 Considine820,M,CLINICAL SOCIAL WORKER,1368 BEACON ST,BROOKLINE,MA,02446-2800,42.323853,-71.142003,0
b7287247-23e7-356b-874e-e9879da25d8c,aa1ac777-dca2-3d10-a84b-901df37cee5f,Ana María762 Ponce361,F,GENERAL PRACTICE,1368 BEACON ST,BROOKLINE,MA,02446-2800,42.323853,-71.142003,31
050e54c7-8c92-3e99-94fb-5673fe44d0f1,5f3e3a85-0461-3b77-9505-f57767d24412,Yuki258 Parker433,F,CLINICAL PSYCHOLOGIST,25 OLD WESTPORT RD,DARTMOUTH,MA,02747-2537,41.56651,-70.958229,0
82392d37-67b2-38b6-920f-6c8ffdb010fd,5f3e3a85-0461-3b77-9505-f57767d24412,Max124 Parker433,M,GENERAL PRACTICE,25 OLD WESTPORT RD,DARTMOUTH,MA,02747-2537,41.56651,-70.958229,19
e7fae828-d90c-3f13-aac9-1fed04d4509a,32836213-4ac7-3021-aad8-6383f3ced351,Martha161 Ledner144,F,OPTOMETRY,1 HOLLYWOOD DR,GRAFTON,MA,01536-1614,42.209151,-71.683644,0
03d12eba-0910-30f6-b4a5-026123946bca,32836213-4ac7-3021-aad8-6383f3ced351,Martha161 Ledner144,F,GENERAL PRACTICE,1 HOLLYWOOD DR,GRAFTON,MA,01536-1614,42.209151,-71.683644,27
806a60d7-4ce3-3fd7-a492-174fd9f2beee,d3e3c112-3172-3b43-98df-018268eaeae3,Gaston250 Goyette777,M,CHIROPRACTIC,221 WASHINGTON ST,GLOUCESTER,MA,01930-2642,42.62885,-70.685875,0
1df3d446-bba1-34af-a05f-fb8d75d965cd,d3e3c112-3172-3b43-98df-018268eaeae3,Keturah238 Goyette777,F,GENERAL PRACTICE,221 WASHINGTON ST,GLOUCESTER,MA,01930-2642,42.62885,-70.685875,3
1a25d6bc-1baa-33d1-bc94-2a520c85694a,22f35ea9-04e3-3ea7-92e3-c6bfd6530d81,Lauren941 Ankunding277,M,CLINICAL SOCIAL WORKER,85 WALSH ST,RANDOLPH,MA,02368-2648,42.178993,-71.052654,0
5c9df0ce-cec9-3e8f-9ab4-85290e17ac47,22f35ea9-04e3-3ea7-92e3-c6bfd6530d81,Lauren941 Ankunding277,M,GENERAL PRACTICE,85 WALSH ST,RANDOLPH,MA,02368-2648,42.178993,-71.052654,53
9cde7f22-e95b-3d9e-a9e5-6c1e18180fb9,8ada7bdc-4128-3ff4-a7eb-dff531ed97ed,Tamekia382 Howell947,F,GENERAL PRACTICE,328 BROADWAY,CAMBRIDGE,MA,02139-1840,42.376043,-71.11868,86
9c726118-93fa-32a1-82e7-37aa51085e8e,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Jessie665 Dooley940,M,NURSE PRACTITIONER,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
1cbaa73a-99d1-3ca2-9b29-b82f340c18b9,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Quinton758 Armstrong51,M,NURSE PRACTITIONER,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
68861daa-7d47-352b-aa52-e68d06800ee1,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Guillermo498 Vera718,M,NURSE PRACTITIONER,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
86f20a7f-08dd-3300-a25e-8d48309f007f,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Ninfa662 Hoeger474,F,NURSE PRACTITIONER,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
6cf10fce-2a62-3403-beff-7fca7ed487a9,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Irene779 Alemán808,F,NURSE PRACTITIONER,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
2e456aac-cbb6-3c3f-ac84-6dee10bcf3e1,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Mica978 Dooley940,F,OPTOMETRY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
99e5dfc2-32f0-36c5-a994-02f00030fb14,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Maria750 Armstrong51,F,OPTOMETRY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
18a74496-43ee-3b91-96bf-ff7f248eff14,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Xavier983 Heaney114,M,OPTOMETRY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
edbe97b6-9711-388a-8331-d4938f75e342,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Dexter530 Hoeger474,M,OPTOMETRY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
c07b8dc9-2519-39e2-b342-3aa0d577f421,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Linsey338 Wiza601,F,OPTOMETRY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
f87016f0-da6a-33d2-a363-7723798f3791,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Larita511 Schiller186,F,OPTOMETRY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
ac34a93b-5517-3eb3-a677-74b67250ba89,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Javier97 Perales854,M,PSYCHIATRY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
94290120-7984-3f88-abe6-566d851e4187,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Maria750 Armstrong51,F,PSYCHIATRY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
aecafad4-7ac8-3b1f-b8d3-6b7ab6676604,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Mica978 Dooley940,F,NEUROLOGY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
c2e50f3e-a151-3f01-a087-c449c5482cd0,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Mica978 Dooley940,F,OPHTHALMOLOGY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
851f31d6-ac32-37d5-a822-c87dccd89cfe,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Maria750 Armstrong51,F,OPHTHALMOLOGY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
6c4ba3c8-0240-3a93-bb06-4e7d1b513c37,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Xavier983 Heaney114,M,OPHTHALMOLOGY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
6d0545cf-17f8-38f0-8169-71c1d6c7e6f0,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Ninfa662 Hoeger474,F,OPHTHALMOLOGY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
987c45b3-7417-38b8-b2c5-05160fe292ac,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Linsey338 Wiza601,F,OPHTHALMOLOGY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
6f2022a5-a9af-37e8-8937-dc93bada1f57,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Ignacio928 Zamudio115,M,OPHTHALMOLOGY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
41c60043-1e61-3999-9373-847fcc343e09,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Jessie665 Dooley940,M,FAMILY PRACTICE,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
beaff511-7e8a-3c28-93e8-b2207dfdcc4f,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Maria750 Armstrong51,F,FAMILY PRACTICE,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
4cf4c6b6-56a1-38e1-97bd-87fd0be14bd9,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Raye931 Heaney114,F,FAMILY PRACTICE,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
2151ac79-1948-3efc-86c4-ccfe7624eaa4,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Ninfa662 Hoeger474,F,FAMILY PRACTICE,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
f32a9bda-54f6-3d3c-9f23-70c849221e7a,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Linsey338 Wiza601,F,FAMILY PRACTICE,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
c1be1c51-4221-3d0e-8427-1fbd18414a24,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Mica978 Dooley940,F,ORTHOPEDIC SURGERY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
6e785131-51a9-38d6-8e61-9d32e2b5ec59,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Quinton758 Armstrong51,M,ORTHOPEDIC SURGERY,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
0ba21777-ea41-386b-9e6d-c548b7d04988,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Mica978 Dooley940,F,GENERAL PRACTICE,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,51
a46fb608-f1b1-3cc1-8a3f-74426094824d,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Jessie665 Dooley940,M,INTERNAL MEDICINE,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
d3eed469-182a-3c72-a7ce-ec61f84cf021,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Quinton758 Armstrong51,M,INTERNAL MEDICINE,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
ee7ddc68-acca-3ac7-bef4-f670d28a2e81,8211d38e-da69-3519-a5ab-d9d9bc3b135d,Xavier983 Heaney114,M,INTERNAL MEDICINE,511 W GROVE ST,MIDDLEBORO,MA,02346-1458,41.894223,-70.925689,0
943903b8-c2a4-3cb5-8e97-ed0926207abd,05b06130-e01d-3303-8c21-3ae6c1446ba8,Ilana185 Schinner682,F,PSYCHIATRY,37 ALGONQUIN AVE,ANDOVER,MA,01810-5527,42.648044,-71.161751,0
0d34405c-51d1-3f70-b510-babeb24da145,05b06130-e01d-3303-8c21-3ae6c1446ba8,Ilana185 Schinner682,F,GENERAL PRACTICE,37 ALGONQUIN AVE,ANDOVER,MA,01810-5527,42.648044,-71.161751,18
4effb12e-f127-3450-b6dd-2bb7012e3090,26ea591f-d8ea-399b-821e-98d97e88c7fd,Qiana980 Emmerich580,F,GENERAL PRACTICE,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,36
6c4e8c40-df9a-3ec2-86b3-92ea5c8dd08e,ff917dd4-ffbb-3f4c-b2df-445a7e9d29aa,Tereasa291 Herman763,F,CLINICAL SOCIAL WORKER,35 BURT ST,NORTON,MA,02766-2569,41.965340999999995,-71.18178,0
a27cafee-e045-3f04-80d7-62e1d7bb538d,ff917dd4-ffbb-3f4c-b2df-445a7e9d29aa,Tereasa291 Herman763,F,GENERAL PRACTICE,35 BURT ST,NORTON,MA,02766-2569,41.965340999999995,-71.18178,42
a559f3ef-84c4-3cd2-b736-200e48963d71,cfefc3e1-bedd-379a-a1ff-33e84c2e39f9,Richard937 Hackett68,M,CLINICAL SOCIAL WORKER,793 MAIN RD,WESTPORT,MA,02790-4358,41.579794,-71.081822,0
f894dfc5-e9f4-3c5b-9c23-58081c4c60b0,cfefc3e1-bedd-379a-a1ff-33e84c2e39f9,Richard937 Hackett68,M,GENERAL PRACTICE,793 MAIN RD,WESTPORT,MA,02790-4358,41.579794,-71.081822,33
2595d97e-5738-33f2-8ca5-004480fc1825,c0916a22-b437-360d-840c-1b96a2411abd,Todd315 Weimann465,M,CHIROPRACTIC,945 BEDFORD ST,ABINGTON,MA,02351-1202,42.119966999999995,-70.957211,0
03d35d4d-c3e1-336b-95d7-40e7dd579874,c0916a22-b437-360d-840c-1b96a2411abd,Todd315 Weimann465,M,GENERAL PRACTICE,945 BEDFORD ST,ABINGTON,MA,02351-1202,42.119966999999995,-70.957211,39
3e737209-6170-39ed-b120-e0c1c6fdb1e8,4d1f1bfd-2151-3665-96e1-07361b26e412,Natalya468 Hermann103,F,CLINICAL SOCIAL WORKER,664 MAIN ST A,AMHERST,MA,01002-2439,42.363534,-72.50729100000001,0
be255795-194d-398b-8cd0-f1b1f1f7e879,4d1f1bfd-2151-3665-96e1-07361b26e412,Natalya468 Hermann103,F,GENERAL PRACTICE,664 MAIN ST A,AMHERST,MA,01002-2439,42.363534,-72.50729100000001,56
